pollutant,exposure_quartile,event_code,outcome,time,cif,var
PM2.5,Q1,1,Successful extubation,0.15694444444444444,0.004188484788024113,1.0921559009328029e-6
PM2.5,Q1,1,Successful extubation,0.15694444444444444,0.004450333853615588,1.1601464216039888e-6
PM2.5,Q1,1,Successful extubation,0.15833333333333333,0.004450333853615588,1.1601464216039888e-6
PM2.5,Q1,1,Successful extubation,0.15833333333333333,0.0047121829192070626,1.2281010302637507e-6
PM2.5,Q1,1,Successful extubation,0.1597222222222222,0.0047121829192070626,1.2281010302637507e-6
PM2.5,Q1,1,Successful extubation,0.1597222222222222,0.004974031984798537,1.2960197269120886e-6
PM2.5,Q1,1,Successful extubation,0.16458333333333333,0.004974031984798537,1.2960197269120886e-6
PM2.5,Q1,1,Successful extubation,0.16458333333333333,0.005235881050390012,1.363902511549003e-6
PM2.5,Q1,1,Successful extubation,0.16666666666666666,0.005235881050390012,1.363902511549003e-6
PM2.5,Q1,1,Successful extubation,0.16666666666666666,0.005497730115981487,1.4317493841744945e-6
PM2.5,Q1,1,Successful extubation,0.17430555555555555,0.005497730115981487,1.4317493841744945e-6
PM2.5,Q1,1,Successful extubation,0.17430555555555555,0.0057595791815729614,1.4995603495543694e-6
PM2.5,Q1,1,Successful extubation,0.17569444444444443,0.0057595791815729614,1.4995603495543694e-6
PM2.5,Q1,1,Successful extubation,0.17569444444444443,0.006021428247164436,1.5673354029228222e-6
PM2.5,Q1,1,Successful extubation,0.18194444444444444,0.006021428247164436,1.5673354029228222e-6
PM2.5,Q1,1,Successful extubation,0.18194444444444444,0.006283277312755911,1.6350745442798533e-6
PM2.5,Q1,1,Successful extubation,0.18333333333333332,0.006283277312755911,1.6350745442798533e-6
PM2.5,Q1,1,Successful extubation,0.18333333333333332,0.006545126378347386,1.702777773625463e-6
PM2.5,Q1,1,Successful extubation,0.18819444444444444,0.006545126378347386,1.702777773625463e-6
PM2.5,Q1,1,Successful extubation,0.18819444444444444,0.007068824509530336,1.8380764915040235e-6
PM2.5,Q1,1,Successful extubation,0.19027777777777777,0.007068824509530336,1.8380764915040235e-6
PM2.5,Q1,1,Successful extubation,0.19027777777777777,0.007854371706304762,2.0407552210610364e-6
PM2.5,Q1,1,Successful extubation,0.19166666666666668,0.007854371706304762,2.0407552210610364e-6
PM2.5,Q1,1,Successful extubation,0.19166666666666668,0.008116220771896237,2.1082429783482295e-6
PM2.5,Q1,1,Successful extubation,0.19444444444444445,0.008116220771896237,2.1082429783482295e-6
PM2.5,Q1,1,Successful extubation,0.19444444444444445,0.008639918903079186,2.243110752094781e-6
PM2.5,Q1,1,Successful extubation,0.19583333333333333,0.008639918903079186,2.243110752094781e-6
PM2.5,Q1,1,Successful extubation,0.19583333333333333,0.009425466099853612,2.44514306543098e-6
PM2.5,Q1,1,Successful extubation,0.19652777777777777,0.009425466099853612,2.44514306543098e-6
PM2.5,Q1,1,Successful extubation,0.19652777777777777,0.009687315165445087,2.512415350659801e-6
PM2.5,Q1,1,Successful extubation,0.19791666666666663,0.009687315165445087,2.512415350659801e-6
PM2.5,Q1,1,Successful extubation,0.19791666666666663,0.009949164231036561,2.579651723877199e-6
PM2.5,Q1,1,Successful extubation,0.20277777777777775,0.009949164231036561,2.579651723877199e-6
PM2.5,Q1,1,Successful extubation,0.20277777777777775,0.010211013296628036,2.6468521850831754e-6
PM2.5,Q1,1,Successful extubation,0.20694444444444443,0.010211013296628036,2.6468521850831754e-6
PM2.5,Q1,1,Successful extubation,0.20694444444444443,0.01047286236221951,2.71401673427773e-6
PM2.5,Q1,1,Successful extubation,0.20972222222222223,0.01047286236221951,2.71401673427773e-6
PM2.5,Q1,1,Successful extubation,0.20972222222222223,0.010734711427810986,2.7811453666495023e-6
PM2.5,Q1,1,Successful extubation,0.21041666666666667,0.010734711427810986,2.7811453666495023e-6
PM2.5,Q1,1,Successful extubation,0.21041666666666667,0.01099656049340246,2.848238087014958e-6
PM2.5,Q1,1,Successful extubation,0.2111111111111111,0.01099656049340246,2.848238087014958e-6
PM2.5,Q1,1,Successful extubation,0.2111111111111111,0.011258409558993935,2.9152948953740977e-6
PM2.5,Q1,1,Successful extubation,0.21180555555555555,0.011258409558993935,2.9152948953740977e-6
PM2.5,Q1,1,Successful extubation,0.21180555555555555,0.011782107690176884,3.0493007519604456e-6
PM2.5,Q1,1,Successful extubation,0.2125,0.011782107690176884,3.0493007519604456e-6
PM2.5,Q1,1,Successful extubation,0.2125,0.012305805821359834,3.183162960562515e-6
PM2.5,Q1,1,Successful extubation,0.21319444444444444,0.012305805821359834,3.183162960562515e-6
PM2.5,Q1,1,Successful extubation,0.21319444444444444,0.012567654886951309,3.250040199290494e-6
PM2.5,Q1,1,Successful extubation,0.21597222222222223,0.012567654886951309,3.250040199290494e-6
PM2.5,Q1,1,Successful extubation,0.21597222222222223,0.013091353018134258,3.383686935913572e-6
PM2.5,Q1,1,Successful extubation,0.21944444444444444,0.013091353018134258,3.383686935913572e-6
PM2.5,Q1,1,Successful extubation,0.21944444444444444,0.013353202083725733,3.4504564386559203e-6
PM2.5,Q1,1,Successful extubation,0.22083333333333333,0.013353202083725733,3.4504564386559203e-6
PM2.5,Q1,1,Successful extubation,0.22083333333333333,0.013615051149317207,3.5171900294022e-6
PM2.5,Q1,1,Successful extubation,0.2222222222222222,0.013615051149317207,3.5171900294022e-6
PM2.5,Q1,1,Successful extubation,0.2222222222222222,0.013876900214908682,3.5838877081524113e-6
PM2.5,Q1,1,Successful extubation,0.22430555555555556,0.013876900214908682,3.5838877081524113e-6
PM2.5,Q1,1,Successful extubation,0.22430555555555556,0.014138749280500157,3.6505494749065545e-6
PM2.5,Q1,1,Successful extubation,0.22847222222222224,0.014138749280500157,3.6505494749065545e-6
PM2.5,Q1,1,Successful extubation,0.22847222222222224,0.014400598346091632,3.7171753296646303e-6
PM2.5,Q1,1,Successful extubation,0.22916666666666663,0.014400598346091632,3.7171753296646303e-6
PM2.5,Q1,1,Successful extubation,0.22916666666666663,0.014662447411683106,3.7837652724266377e-6
PM2.5,Q1,1,Successful extubation,0.23125,0.014662447411683106,3.7837652724266377e-6
PM2.5,Q1,1,Successful extubation,0.23125,0.014924296477274581,3.850319303192579e-6
PM2.5,Q1,1,Successful extubation,0.23194444444444445,0.014924296477274581,3.850319303192579e-6
PM2.5,Q1,1,Successful extubation,0.23194444444444445,0.015186145542866056,3.9168374219624535e-6
PM2.5,Q1,1,Successful extubation,0.23472222222222225,0.015186145542866056,3.9168374219624535e-6
PM2.5,Q1,1,Successful extubation,0.23472222222222225,0.01544799460845753,3.9833196287362615e-6
PM2.5,Q1,1,Successful extubation,0.23819444444444443,0.01544799460845753,3.9833196287362615e-6
PM2.5,Q1,1,Successful extubation,0.23819444444444443,0.015709843674049005,4.049765923514003e-6
PM2.5,Q1,1,Successful extubation,0.2388888888888889,0.015709843674049005,4.049765923514003e-6
PM2.5,Q1,1,Successful extubation,0.2388888888888889,0.01597169273964048,4.11617630629568e-6
PM2.5,Q1,1,Successful extubation,0.24097222222222223,0.01597169273964048,4.11617630629568e-6
PM2.5,Q1,1,Successful extubation,0.24097222222222223,0.01649539087082343,4.248889330992507e-6
PM2.5,Q1,1,Successful extubation,0.2423611111111111,0.01649539087082343,4.248889330992507e-6
PM2.5,Q1,1,Successful extubation,0.2423611111111111,0.016757239936414904,4.315191977788591e-6
PM2.5,Q1,1,Successful extubation,0.24305555555555555,0.016757239936414904,4.315191977788591e-6
PM2.5,Q1,1,Successful extubation,0.24305555555555555,0.01701908900200638,4.3814587125886104e-6
PM2.5,Q1,1,Successful extubation,0.24375,0.01701908900200638,4.3814587125886104e-6
PM2.5,Q1,1,Successful extubation,0.24375,0.017280938067597854,4.4476895353925655e-6
PM2.5,Q1,1,Successful extubation,0.24583333333333332,0.017280938067597854,4.4476895353925655e-6
PM2.5,Q1,1,Successful extubation,0.24583333333333332,0.01754278713318933,4.513884446200456e-6
PM2.5,Q1,1,Successful extubation,0.2513888888888889,0.01754278713318933,4.513884446200456e-6
PM2.5,Q1,1,Successful extubation,0.2513888888888889,0.018328334329963752,4.7122536919657976e-6
PM2.5,Q1,1,Successful extubation,0.25625,0.018328334329963752,4.7122536919657976e-6
PM2.5,Q1,1,Successful extubation,0.25625,0.018590183395555227,4.778304954797282e-6
PM2.5,Q1,1,Successful extubation,0.25833333333333336,0.018590183395555227,4.778304954797282e-6
PM2.5,Q1,1,Successful extubation,0.25833333333333336,0.018852032461146702,4.844320305632703e-6
PM2.5,Q1,1,Successful extubation,0.2590277777777778,0.018852032461146702,4.844320305632703e-6
PM2.5,Q1,1,Successful extubation,0.2590277777777778,0.01937573059232965,4.976243266408269e-6
PM2.5,Q1,1,Successful extubation,0.25972222222222224,0.01937573059232965,4.976243266408269e-6
PM2.5,Q1,1,Successful extubation,0.25972222222222224,0.019637579657921126,5.042150881258122e-6
PM2.5,Q1,1,Successful extubation,0.2604166666666667,0.019637579657921126,5.042150881258122e-6
PM2.5,Q1,1,Successful extubation,0.2604166666666667,0.0198994287235126,5.108022584111912e-6
PM2.5,Q1,1,Successful extubation,0.2611111111111111,0.0198994287235126,5.108022584111912e-6
PM2.5,Q1,1,Successful extubation,0.2611111111111111,0.02042312685469555,5.2396582489137005e-6
PM2.5,Q1,1,Successful extubation,0.26180555555555557,0.02042312685469555,5.2396582489137005e-6
PM2.5,Q1,1,Successful extubation,0.26180555555555557,0.0209468249858785,5.371150265731233e-6
PM2.5,Q1,1,Successful extubation,0.26319444444444445,0.0209468249858785,5.371150265731233e-6
PM2.5,Q1,1,Successful extubation,0.26319444444444445,0.021208674051469974,5.436842408609981e-6
PM2.5,Q1,1,Successful extubation,0.2638888888888889,0.021208674051469974,5.436842408609981e-6
PM2.5,Q1,1,Successful extubation,0.2638888888888889,0.02147052311706145,5.502498639492667e-6
PM2.5,Q1,1,Successful extubation,0.2652777777777778,0.02147052311706145,5.502498639492667e-6
PM2.5,Q1,1,Successful extubation,0.2652777777777778,0.021732372182652924,5.5681189583792874e-6
PM2.5,Q1,1,Successful extubation,0.26666666666666666,0.021732372182652924,5.5681189583792874e-6
PM2.5,Q1,1,Successful extubation,0.26666666666666666,0.0219942212482444,5.633703370205939e-6
PM2.5,Q1,1,Successful extubation,0.275,0.0219942212482444,5.633703370205939e-6
PM2.5,Q1,1,Successful extubation,0.275,0.022256070313835873,5.69925187003653e-6
PM2.5,Q1,1,Successful extubation,0.2791666666666667,0.022256070313835873,5.69925187003653e-6
PM2.5,Q1,1,Successful extubation,0.2791666666666667,0.022779768445018823,5.830241128765477e-6
PM2.5,Q1,1,Successful extubation,0.28194444444444444,0.022779768445018823,5.830241128765477e-6
PM2.5,Q1,1,Successful extubation,0.28194444444444444,0.023041617510610297,5.895681892610539e-6
PM2.5,Q1,1,Successful extubation,0.2826388888888889,0.023041617510610297,5.895681892610539e-6
PM2.5,Q1,1,Successful extubation,0.2826388888888889,0.023303466576201772,5.961086744459541e-6
PM2.5,Q1,1,Successful extubation,0.2833333333333333,0.023303466576201772,5.961086744459541e-6
PM2.5,Q1,1,Successful extubation,0.2833333333333333,0.02382716470738472,6.091788707214674e-6
PM2.5,Q1,1,Successful extubation,0.2861111111111111,0.02382716470738472,6.091788707214674e-6
PM2.5,Q1,1,Successful extubation,0.2861111111111111,0.024089013772976196,6.157085823078158e-6
PM2.5,Q1,1,Successful extubation,0.28680555555555554,0.024089013772976196,6.157085823078158e-6
PM2.5,Q1,1,Successful extubation,0.28680555555555554,0.02435086283856767,6.2223470269455825e-6
PM2.5,Q1,1,Successful extubation,0.2881944444444444,0.02435086283856767,6.2223470269455825e-6
PM2.5,Q1,1,Successful extubation,0.2881944444444444,0.02487456096975062,6.352761693726891e-6
PM2.5,Q1,1,Successful extubation,0.28888888888888886,0.02487456096975062,6.352761693726891e-6
PM2.5,Q1,1,Successful extubation,0.28888888888888886,0.025136410035342095,6.417915161608808e-6
PM2.5,Q1,1,Successful extubation,0.2902777777777778,0.025136410035342095,6.417915161608808e-6
PM2.5,Q1,1,Successful extubation,0.2902777777777778,0.02539825910093357,6.483032717494666e-6
PM2.5,Q1,1,Successful extubation,0.29375,0.02539825910093357,6.483032717494666e-6
PM2.5,Q1,1,Successful extubation,0.29375,0.02592195723211652,6.613160088302139e-6
PM2.5,Q1,1,Successful extubation,0.2965277777777778,0.02592195723211652,6.613160088302139e-6
PM2.5,Q1,1,Successful extubation,0.2965277777777778,0.02644565536329947,6.7431438210855515e-6
PM2.5,Q1,1,Successful extubation,0.2972222222222222,0.02644565536329947,6.7431438210855515e-6
PM2.5,Q1,1,Successful extubation,0.2972222222222222,0.02696935349448242,6.872983905884726e-6
PM2.5,Q1,1,Successful extubation,0.2986111111111111,0.02696935349448242,6.872983905884726e-6
PM2.5,Q1,1,Successful extubation,0.2986111111111111,0.027754900691256842,7.067474685620717e-6
PM2.5,Q1,1,Successful extubation,0.30069444444444443,0.027754900691256842,7.067474685620717e-6
PM2.5,Q1,1,Successful extubation,0.30069444444444443,0.028016749756848317,7.132233126543575e-6
PM2.5,Q1,1,Successful extubation,0.3013888888888889,0.028016749756848317,7.132233126543575e-6
PM2.5,Q1,1,Successful extubation,0.3013888888888889,0.02880229695362274,7.3262929623187285e-6
PM2.5,Q1,1,Successful extubation,0.3020833333333333,0.02880229695362274,7.3262929623187285e-6
PM2.5,Q1,1,Successful extubation,0.3020833333333333,0.02932599508480569,7.455486631202336e-6
PM2.5,Q1,1,Successful extubation,0.30277777777777776,0.02932599508480569,7.455486631202336e-6
PM2.5,Q1,1,Successful extubation,0.30277777777777776,0.029587844150397166,7.520029600159669e-6
PM2.5,Q1,1,Successful extubation,0.30486111111111114,0.029587844150397166,7.520029600159669e-6
PM2.5,Q1,1,Successful extubation,0.30486111111111114,0.02984969321598864,7.58453665712094e-6
PM2.5,Q1,1,Successful extubation,0.30625,0.02984969321598864,7.58453665712094e-6
PM2.5,Q1,1,Successful extubation,0.30625,0.03037339134717159,7.713443030030629e-6
PM2.5,Q1,1,Successful extubation,0.3076388888888889,0.03037339134717159,7.713443030030629e-6
PM2.5,Q1,1,Successful extubation,0.3076388888888889,0.030635240412763064,7.777842351006442e-6
PM2.5,Q1,1,Successful extubation,0.30833333333333335,0.030635240412763064,7.777842351006442e-6
PM2.5,Q1,1,Successful extubation,0.30833333333333335,0.031158938543946014,7.906533251937043e-6
PM2.5,Q1,1,Successful extubation,0.3104166666666667,0.031158938543946014,7.906533251937043e-6
PM2.5,Q1,1,Successful extubation,0.3104166666666667,0.03142078760953749,7.970824841965716e-6
PM2.5,Q1,1,Successful extubation,0.31180555555555556,0.03142078760953749,7.970824841965716e-6
PM2.5,Q1,1,Successful extubation,0.31180555555555556,0.03168263667512897,8.035080519998328e-6
PM2.5,Q1,1,Successful extubation,0.3125,0.03168263667512897,8.035080519998328e-6
PM2.5,Q1,1,Successful extubation,0.3125,0.032206334806311916,8.163484135028866e-6
PM2.5,Q1,1,Successful extubation,0.31319444444444444,0.032206334806311916,8.163484135028866e-6
PM2.5,Q1,1,Successful extubation,0.31319444444444444,0.032468183871903394,8.227632077076044e-6
PM2.5,Q1,1,Successful extubation,0.3145833333333333,0.032468183871903394,8.227632077076044e-6
PM2.5,Q1,1,Successful extubation,0.3145833333333333,0.03273003293749487,8.291744107127165e-6
PM2.5,Q1,1,Successful extubation,0.31527777777777777,0.03273003293749487,8.291744107127165e-6
PM2.5,Q1,1,Successful extubation,0.31527777777777777,0.03299188200308635,8.355820225182225e-6
PM2.5,Q1,1,Successful extubation,0.3159722222222222,0.03299188200308635,8.355820225182225e-6
PM2.5,Q1,1,Successful extubation,0.3159722222222222,0.03325373106867783,8.419860431241229e-6
PM2.5,Q1,1,Successful extubation,0.31805555555555554,0.03325373106867783,8.419860431241229e-6
PM2.5,Q1,1,Successful extubation,0.31805555555555554,0.03351558013426931,8.483864730367159e-6
PM2.5,Q1,1,Successful extubation,0.32013888888888886,0.03351558013426931,8.483864730367159e-6
PM2.5,Q1,1,Successful extubation,0.32013888888888886,0.03403927826545226,8.61176558756236e-6
PM2.5,Q1,1,Successful extubation,0.3229166666666667,0.03403927826545226,8.61176558756236e-6
PM2.5,Q1,1,Successful extubation,0.3229166666666667,0.034301127331043735,8.675662150702877e-6
PM2.5,Q1,1,Successful extubation,0.3236111111111111,0.034301127331043735,8.675662150702877e-6
PM2.5,Q1,1,Successful extubation,0.3236111111111111,0.03456297639663521,8.739522801847341e-6
PM2.5,Q1,1,Successful extubation,0.325,0.03456297639663521,8.739522801847341e-6
PM2.5,Q1,1,Successful extubation,0.325,0.03482482546222669,8.803347540995747e-6
PM2.5,Q1,1,Successful extubation,0.32569444444444445,0.03482482546222669,8.803347540995747e-6
PM2.5,Q1,1,Successful extubation,0.32569444444444445,0.03508667452781817,8.867136368148099e-6
PM2.5,Q1,1,Successful extubation,0.3284722222222222,0.03508667452781817,8.867136368148099e-6
PM2.5,Q1,1,Successful extubation,0.3284722222222222,0.03534852359340965,8.930889283304395e-6
PM2.5,Q1,1,Successful extubation,0.32916666666666666,0.03534852359340965,8.930889283304395e-6
PM2.5,Q1,1,Successful extubation,0.32916666666666666,0.0358722217245926,9.058287372540988e-6
PM2.5,Q1,1,Successful extubation,0.33055555555555555,0.0358722217245926,9.058287372540988e-6
PM2.5,Q1,1,Successful extubation,0.33055555555555555,0.036134070790184075,9.121932551711895e-6
PM2.5,Q1,1,Successful extubation,0.33194444444444443,0.036134070790184075,9.121932551711895e-6
PM2.5,Q1,1,Successful extubation,0.33194444444444443,0.036657768921367025,9.249115168969384e-6
PM2.5,Q1,1,Successful extubation,0.3333333333333333,0.036657768921367025,9.249115168969384e-6
PM2.5,Q1,1,Successful extubation,0.3333333333333333,0.0369196179869585,9.31265261215491e-6
PM2.5,Q1,1,Successful extubation,0.3347222222222222,0.0369196179869585,9.31265261215491e-6
PM2.5,Q1,1,Successful extubation,0.3347222222222222,0.03770516518373293,9.503049454421632e-6
PM2.5,Q1,1,Successful extubation,0.33541666666666664,0.03770516518373293,9.503049454421632e-6
PM2.5,Q1,1,Successful extubation,0.33541666666666664,0.03796701424932441,9.566443249631304e-6
PM2.5,Q1,1,Successful extubation,0.3368055555555556,0.03796701424932441,9.566443249631304e-6
PM2.5,Q1,1,Successful extubation,0.3368055555555556,0.03822886331491589,9.629801132844924e-6
PM2.5,Q1,1,Successful extubation,0.33819444444444446,0.03822886331491589,9.629801132844924e-6
PM2.5,Q1,1,Successful extubation,0.33819444444444446,0.038490712380507365,9.693123104062487e-6
PM2.5,Q1,1,Successful extubation,0.33958333333333335,0.038490712380507365,9.693123104062487e-6
PM2.5,Q1,1,Successful extubation,0.33958333333333335,0.03875256144609884,9.756409163283998e-6
PM2.5,Q1,1,Successful extubation,0.3423611111111111,0.03875256144609884,9.756409163283998e-6
PM2.5,Q1,1,Successful extubation,0.3423611111111111,0.03953810864287327,9.946051853600015e-6
PM2.5,Q1,1,Successful extubation,0.34375,0.03953810864287327,9.946051853600015e-6
PM2.5,Q1,1,Successful extubation,0.34375,0.04006180677405622,1.0072300758962897e-5
PM2.5,Q1,1,Successful extubation,0.3451388888888889,0.04006180677405622,1.0072300758962897e-5
PM2.5,Q1,1,Successful extubation,0.3451388888888889,0.0403236558396477,1.0135371330821867e-5
PM2.5,Q1,1,Successful extubation,0.3458333333333333,0.0403236558396477,1.0135371330821867e-5
PM2.5,Q1,1,Successful extubation,0.3458333333333333,0.04084735397083065,1.026140473344165e-5
PM2.5,Q1,1,Successful extubation,0.34791666666666665,0.04084735397083065,1.026140473344165e-5
PM2.5,Q1,1,Successful extubation,0.34791666666666665,0.041109203036422126,1.0324367574498388e-5
PM2.5,Q1,1,Successful extubation,0.35138888888888886,0.041109203036422126,1.0324367574498388e-5
PM2.5,Q1,1,Successful extubation,0.35138888888888886,0.041371052102013604,1.0387294503570318e-5
PM2.5,Q1,1,Successful extubation,0.3541666666666667,0.041371052102013604,1.0387294503570318e-5
PM2.5,Q1,1,Successful extubation,0.3541666666666667,0.04163290116760508,1.0450185520665926e-5
PM2.5,Q1,1,Successful extubation,0.3548611111111111,0.04163290116760508,1.0450185520665926e-5
PM2.5,Q1,1,Successful extubation,0.3548611111111111,0.04189475023319656,1.0513040625782383e-5
PM2.5,Q1,1,Successful extubation,0.35555555555555557,0.04189475023319656,1.0513040625782383e-5
PM2.5,Q1,1,Successful extubation,0.35555555555555557,0.04241844836437951,1.0638643094908664e-5
PM2.5,Q1,1,Successful extubation,0.35625,0.04241844836437951,1.0638643094908664e-5
PM2.5,Q1,1,Successful extubation,0.35625,0.04268029742997099,1.0701390464090512e-5
PM2.5,Q1,1,Successful extubation,0.3576388888888889,0.04268029742997099,1.0701390464090512e-5
PM2.5,Q1,1,Successful extubation,0.3576388888888889,0.04294214649556247,1.0764101921293209e-5
PM2.5,Q1,1,Successful extubation,0.3611111111111111,0.04294214649556247,1.0764101921293209e-5
PM2.5,Q1,1,Successful extubation,0.3611111111111111,0.043465844626745416,1.08894170945806e-5
PM2.5,Q1,1,Successful extubation,0.3638888888888889,0.043465844626745416,1.08894170945806e-5
PM2.5,Q1,1,Successful extubation,0.3638888888888889,0.043989542757928365,1.101458861995139e-5
PM2.5,Q1,1,Successful extubation,0.3659722222222222,0.043989542757928365,1.101458861995139e-5
PM2.5,Q1,1,Successful extubation,0.3659722222222222,0.044251391823519844,1.1077120517264045e-5
PM2.5,Q1,1,Successful extubation,0.36736111111111114,0.044251391823519844,1.1077120517264045e-5
PM2.5,Q1,1,Successful extubation,0.36736111111111114,0.04451324088911132,1.1139616502597551e-5
PM2.5,Q1,1,Successful extubation,0.36875,0.04451324088911132,1.1139616502597551e-5
PM2.5,Q1,1,Successful extubation,0.36875,0.0447750899547028,1.1202076575951911e-5
PM2.5,Q1,1,Successful extubation,0.3701388888888889,0.0447750899547028,1.1202076575951911e-5
PM2.5,Q1,1,Successful extubation,0.3701388888888889,0.04503693902029428,1.126450073732712e-5
PM2.5,Q1,1,Successful extubation,0.3736111111111111,0.04503693902029428,1.126450073732712e-5
PM2.5,Q1,1,Successful extubation,0.3736111111111111,0.04556063715147723,1.1389241318936683e-5
PM2.5,Q1,1,Successful extubation,0.3743055555555555,0.04556063715147723,1.1389241318936683e-5
PM2.5,Q1,1,Successful extubation,0.3743055555555555,0.045822486217068706,1.1451557744377319e-5
PM2.5,Q1,1,Successful extubation,0.375,0.045822486217068706,1.1451557744377319e-5
PM2.5,Q1,1,Successful extubation,0.375,0.046608033413843133,1.1638291533188254e-5
PM2.5,Q1,1,Successful extubation,0.3763888888888889,0.046608033413843133,1.1638291533188254e-5
PM2.5,Q1,1,Successful extubation,0.3763888888888889,0.04686988247943461,1.170046431072093e-5
PM2.5,Q1,1,Successful extubation,0.37777777777777777,0.04686988247943461,1.170046431072093e-5
PM2.5,Q1,1,Successful extubation,0.37777777777777777,0.04713173154502609,1.1762601176274457e-5
PM2.5,Q1,1,Successful extubation,0.37916666666666665,0.04713173154502609,1.1762601176274457e-5
PM2.5,Q1,1,Successful extubation,0.37916666666666665,0.04791727874180052,1.1948796285380866e-5
PM2.5,Q1,1,Successful extubation,0.3798611111111111,0.04791727874180052,1.1948796285380866e-5
PM2.5,Q1,1,Successful extubation,0.3798611111111111,0.048179127807391996,1.2010789503026467e-5
PM2.5,Q1,1,Successful extubation,0.38055555555555554,0.048179127807391996,1.2010789503026467e-5
PM2.5,Q1,1,Successful extubation,0.38055555555555554,0.048440976872983474,1.2072746808692917e-5
PM2.5,Q1,1,Successful extubation,0.38125,0.048440976872983474,1.2072746808692917e-5
PM2.5,Q1,1,Successful extubation,0.38125,0.04896467500416642,1.219655367884749e-5
PM2.5,Q1,1,Successful extubation,0.3854166666666667,0.04896467500416642,1.219655367884749e-5
PM2.5,Q1,1,Successful extubation,0.3854166666666667,0.04948837313534937,1.2320216901085467e-5
PM2.5,Q1,1,Successful extubation,0.3861111111111111,0.04948837313534937,1.2320216901085467e-5
PM2.5,Q1,1,Successful extubation,0.3861111111111111,0.04975022220094085,1.2381994646861982e-5
PM2.5,Q1,1,Successful extubation,0.3868055555555556,0.04975022220094085,1.2381994646861982e-5
PM2.5,Q1,1,Successful extubation,0.3868055555555556,0.0502739203321238,1.2505442397222162e-5
PM2.5,Q1,1,Successful extubation,0.3888888888888889,0.0502739203321238,1.2505442397222162e-5
PM2.5,Q1,1,Successful extubation,0.3888888888888889,0.05053576939771528,1.2567112407064148e-5
PM2.5,Q1,1,Successful extubation,0.3909722222222222,0.05053576939771528,1.2567112407064148e-5
PM2.5,Q1,1,Successful extubation,0.3909722222222222,0.05105946752889823,1.2690344685546526e-5
PM2.5,Q1,1,Successful extubation,0.3923611111111111,0.05105946752889823,1.2690344685546526e-5
PM2.5,Q1,1,Successful extubation,0.3923611111111111,0.051321316594489706,1.2751906959453986e-5
PM2.5,Q1,1,Successful extubation,0.3951388888888889,0.051321316594489706,1.2751906959453986e-5
PM2.5,Q1,1,Successful extubation,0.3951388888888889,0.051583165660081184,1.28134333213823e-5
PM2.5,Q1,1,Successful extubation,0.39652777777777776,0.051583165660081184,1.28134333213823e-5
PM2.5,Q1,1,Successful extubation,0.39652777777777776,0.051845014725672656,1.2874923771331469e-5
PM2.5,Q1,1,Successful extubation,0.3972222222222222,0.051845014725672656,1.2874923771331469e-5
PM2.5,Q1,1,Successful extubation,0.3972222222222222,0.052368712856855605,1.2997796930013602e-5
