county_id,year,month,pm25
01001,2018,1,6.474402369368731
01001,2018,2,6.07642211586296
01001,2018,3,5.635387961468946
01001,2018,4,6.801250855810817
01001,2018,5,6.653274880602749
01001,2018,6,7.436278453506701
01001,2018,7,7.897426539986479
01001,2018,8,7.962213524744673
01001,2018,9,7.7892138704273455
01001,2018,10,7.05345893048011
01001,2018,11,8.18698379115718
01001,2018,12,5.3567564807344725
01001,2019,1,4.553438072399989
01001,2019,2,5.69885211328127
01001,2019,3,6.25910649706178
01001,2019,4,5.653468251779863
01001,2019,5,7.329286888586474
01001,2019,6,7.769243167554474
01001,2019,7,9.637995153567054
01001,2019,8,7.787700799940756
01001,2019,9,9.300596120258238
01001,2019,10,6.321815637587241
01001,2019,11,7.620332935040784
01001,2019,12,4.961207655826627
01001,2020,1,6.022993916639491
01001,2020,2,5.22761143711491
01001,2020,3,5.501565483494145
01001,2020,4,6.2656865554854955
01001,2020,5,6.080062246606276
01001,2020,6,6.950046082009406
01001,2020,7,7.235499927561093
01001,2020,8,7.5265125251336356
01001,2020,9,6.6235253163228665
01001,2020,10,6.714482035450957
01001,2020,11,6.388241636776719
01001,2020,12,5.963973085689608
01001,2021,1,6.296402056644236
01001,2021,2,6.430826039954045
01001,2021,3,6.151393152906339
01001,2021,4,6.726246933076686
01001,2021,5,6.8413588198619575
01001,2021,6,6.742884041218275
01001,2021,7,7.995586733745568
01001,2021,8,8.778118664904769
01001,2021,9,7.012483315994152
01001,2021,10,6.181463230546546
01001,2021,11,7.398726906432904
01001,2021,12,6.199759969629362
01001,2022,1,6.559602038716923
01001,2022,2,7.444188302349588
01001,2022,3,6.9071998977535065
01001,2022,4,5.771207404152416
01001,2022,5,6.5071414813881905
01001,2022,6,9.989356017632746
01001,2022,7,5.936453430367399
01001,2022,8,6.737059210911541
01001,2022,9,6.858591132973963
01001,2022,10,6.576700997525938
01001,2022,11,7.234779113661117
01001,2022,12,6.49677837028932
01001,2023,1,6.0464622206981025
01001,2023,2,7.125512938426964
01001,2023,3,7.583140261348162
01001,2023,4,7.171197745946568
01001,2023,5,8.936963164246956
01001,2023,6,9.101505221551566
01001,2023,7,9.772293165828405
01001,2023,8,9.155807528839313
01001,2023,9,9.772812627753279
01001,2023,10,7.0763021048062384
01001,2023,11,6.9296634432029345
01001,2023,12,7.097173199461378
01001,2024,1,6.407436708638292
01001,2024,2,7.502369886118158
01001,2024,3,7.572919146093826
01001,2024,4,6.664527519580866
01001,2024,5,8.029344757203615
01001,2024,6,9.476149865545679
01001,2024,7,7.982188635088793
01001,2024,8,8.398000515061485
01001,2024,9,8.190964079733126
01001,2024,10,6.688622470720499
01001,2024,11,6.649843510953326
01001,2024,12,7.367066389034681
01003,2018,1,5.705941244514912
01003,2018,2,6.316449857143229
01003,2018,3,5.647955107152082
01003,2018,4,7.192182907682391
01003,2018,5,8.002869834400425
01003,2018,6,7.996987976283346
01003,2018,7,8.534380695951725
01003,2018,8,7.948454217588674
01003,2018,9,7.0538630479699655
01003,2018,10,7.598695954970735
01003,2018,11,5.845803741608189
01003,2018,12,4.870932418169254
01003,2019,1,5.053337302502031
01003,2019,2,4.841123326934556
01003,2019,3,6.15176961133717
01003,2019,4,6.050998900226093
01003,2019,5,6.711015824295992
01003,2019,6,8.7155364108214
01003,2019,7,8.03127860404438
01003,2019,8,8.095880907829404
01003,2019,9,8.357908604662033
01003,2019,10,6.745352467440882
01003,2019,11,6.880797248229756
01003,2019,12,5.0066153253344305
01003,2020,1,5.989724333707573
01003,2020,2,5.877238118525994
01003,2020,3,5.7332899324227595
01003,2020,4,6.713378278752839
01003,2020,5,6.527728306331065
01003,2020,6,7.3937129697785675
01003,2020,7,7.849163856567031
01003,2020,8,8.248558232087571
01003,2020,9,7.280709156614276
01003,2020,10,6.748861691266721
01003,2020,11,6.057794816110044
01003,2020,12,5.556891982513378
01003,2021,1,6.499433564544599
